rxn_id,C,D,CT,DT
R_r0093,0.0,0.0,0.0,0.0
R_r0097,0.0,0.0,0.0,0.0
R_r0113,0.0,0.0,0.0,0.0
R_r0119,0.0,0.0,0.0,0.0
R_r0120,0.0,0.0,0.0,0.0
R_r0121,0.0,0.0,0.0,0.0
R_r0122,0.0,0.53328412631149247,0.0,0.0
R_r0127,0.0,0.0,0.0,0.0
R_r0129,-3.0831499999999989,-3.1027500000501425,-3.1372,-3.8332000000000042
R_r0130,3.0831500000000007,3.1027499999498573,3.1372,3.8332000000000037
R_r0139,0.0,0.0,0.0,0.0
R_r0142,0.0,0.0,0.0,0.0
R_r0145,0.0,0.0,0.0,0.0
R_r0149,0.0,0.0,0.0,0.0
R_r0153,0.0,0.0,0.0,0.0
R_r0156,0.0,0.0,0.0,0.0
R_r0157,0.0,0.0,0.0,0.0
R_r0160,12.261500651465823,5.8315003229092479,8.0572000000191064,8.9169332166955169
R_r0163,0.0,0.0,0.0,0.0
R_r0165,0.0,0.0,0.0,0.0
R_r0166,0.0,0.0,0.0,0.0
R_r0170,-3.4131999999999998,-3.4364999999999997,-3.4998666666666667,-3.5905333333333331
R_r0173,-3.4806499999999998,-3.5178494176846629,0.0,-3.9029000002437444
R_r0178,-8.7286999999999999,-8.2498000000000129,-8.9896000000000118,-8.1966999999999999
R_r0179,10.240100651465809,8.33987891850499,10.018992898503424,10.77974327268918
R_r0181,0.0,0.0,0.0,0.0
R_r0186,0.0,0.0,0.0,0.0
R_r0191,0.0,0.0,0.0,0.0
R_r0193,0.0,0.0,0.0,0.0
R_r0196,-8.8690499999999997,-9.1660499999999985,-8.9522500000000029,-8.6675000000000022
R_r0202,-6.0217999999999998,-9.7102999957242488,-5.9974999999999996,-5.6248499999999284
R_r0208,0.0,0.0,0.0,0.0
R_r0210,0.0,0.0,0.0,0.0
R_r0220,0.0,0.0,0.0,0.0
R_r0221,0.0,0.0,0.0,0.0
R_r0224,0.0,1.4565199176099917,4.3742000002100925,4.2817999999818106
R_r0226,0.0,0.0,0.0,0.0
R_r0236,11.3156,0.0,11.295900000004972,11.288100000004686
R_r0239,0.0,0.0,0.0,0.0
R_r0242,0.0,0.0,0.0,0.0
R_r0245,0.0,0.0,0.0,0.0
R_r0246,0.0,0.0,0.0,0.0
R_r0249,3.362099999999999,0.0,3.4511999999977254,-7.4949168102512855
R_r0267,0.0,5.6320499999999996,66.813349242310096,46.680945442442386
R_r0268,0.0,0.0,-66.813349242310096,-41.187945442445745
R_r0280,0.0,7.8750158736885076,1.0000000001427995,7.317399999998635
R_r0281,0.0,0.0,0.0,0.0
R_r0283,0.0,0.0,0.0,0.0
R_r0287,0.0,0.0,0.0,0.0
R_r0295,0.0,0.0,0.0,0.0
R_r0301,0.0,0.0,0.0,0.0
R_r0308,0.0,0.0,0.0,0.0
R_r0309,0.0,0.0,0.0,0.0
R_r0310,0.0,0.0,0.0,0.0
R_r0311,0.0,0.0,0.0,0.0
R_r0317,-6.4275664495113949,-2.7398730833133791,-4.474640276594271,-6.1512855791414696
R_r0318,0.0,0.0,0.0,0.0
R_r0319,0.0,0.0,0.0,0.0
R_r0321,0.0,0.0,0.0,0.0
R_r0330,0.0,11.193099379136282,0.0,0.0
R_r0331,0.0,0.0,0.0,0.0
R_r0339,0.0,0.0,0.0,0.0
R_r0340,0.0,0.0,0.0,0.0
R_r0345,0.0,-1.978782195225075,0.0,2.0049997988788832
R_r0354,0.0,0.0,0.0,0.0
R_r0355,0.0,9.9999999965823534,0.0,7.7306336205152943
R_r0357,0.0,0.0,0.0,0.0
R_r0358,0.0,0.0,0.0,0.0
R_r0360,0.0,0.0,0.0,0.0
R_r0361,0.0,0.0,0.0,0.0
R_r0363,0.0,0.0,0.0,0.0
R_r0364,0.0,0.0,0.0,0.0
R_r0365,0.51140065146581337,0.9648786150975921,0.029392876609148324,0.0
R_r0377,0.0,0.0,0.0,0.0
R_r0380,0.0,0.0,0.0,0.0
R_r0381,0.0,0.0,0.0,0.0
R_r0383,0.0,0.0,0.0,0.0
R_r0384,0.0,0.0,0.0,0.0
R_r0385,0.0,0.0,0.0,0.0
R_r0386,0.0,0.0,0.0,0.0
R_r0388,0.0,0.0,0.0,0.0
R_r0389,0.0,0.0,0.0,0.0
R_r0390,0.0,0.0,0.0,-0.63468318974235238
R_r0391,0.0,0.0,0.0,0.0
R_r0392,-12.261500651465823,-5.8315003229092479,-8.0572000000191064,-6.0904663793842078
R_r0393,0.0,0.0,0.0,0.0
R_r0394,0.0,0.0,0.0,0.0
R_r0395,0.0,0.0,0.0,0.0
R_r0398,0.0,0.0,0.0,0.0
R_r0399,-6.8322000000000003,-6.8830499999999999,-6.4720999999999993,-6.9009999999999998
R_r0400,0.0,-1.8773499999999999,0.0,-1.8309999999988804
R_r0402,0.0,0.0,0.0,0.0
R_r0403,0.0,0.0,0.0,0.0
R_r0407,-9.948799999999979,-5.6619999386956463,-10.12185,-5.7343500000000081
R_r0408,-9.948799999999979,-5.6619999386956463,-10.121849999983629,-5.7343500000000081
R_r0409,0.0,0.0,0.0,0.0
R_r0410,0.0,0.0,0.0,0.0
R_r0413,0.0,0.0,0.0,0.0
R_r0422,0.0,0.0,0.0,0.0
R_r0423,0.0,10.259426191703977,3.0088293900098892,11.142881087525199
R_r0424,0.0,0.0,0.0,0.0
R_r0425,9.1005993485341836,0.0,7.8957015727867201,0.0
R_r0426,6.427566449511394,2.7398730833133791,4.474640276594271,6.1512855791414696
R_r0430,0.0,0.0,0.0,0.0
R_r0431,0.0,0.0,0.0,0.0
R_r0432,0.0,0.0,0.0,0.0
R_r0433,0.0,0.0,0.0,0.0
R_r0434,0.0,0.0,0.0,0.0
R_r0437,0.0,0.0,0.0,0.0
R_r0438,0.0,0.0,0.0,0.0
R_r0440,0.0,0.0,0.0,0.0
R_r0441,0.0,0.0,0.0,0.0
R_r0443,0.0,0.0,0.0,0.0
R_r0444,0.0,0.0,0.0,0.0
R_r0450,0.0,0.0,2.8890070511793766,2.1420475314437937
R_r0451,0.0,0.0,0.0,0.0
R_r0456,0.0,0.0,0.0,0.0
R_r0463,0.0,0.0,0.0,0.0
R_r0464,-16.528999674267091,-16.201268686631593,-20.27349999998458,-18.245945922922811
R_r0465,0.0,0.0,0.0,0.0
R_r0466,0.0,0.0,0.0,0.0
R_r0470,0.0,0.0,0.0,0.0
R_r0472,0.0,0.0,0.0,0.0
R_r0474,0.0,0.0,0.0,0.0
R_r0475,0.0,0.0,0.0,0.0
R_r0480,0.0,0.0,0.0,0.0
R_r0483,-7.4334993485341876,-9.4426203181621666,-10.554,7.6366331626814166
R_r0494,0.0,0.0,0.0,0.0
R_r0497,0.0,0.0,0.0,0.0
R_r0502,0.0,0.0,0.0,0.0
R_r0504,0.0,0.0,0.0,0.0
R_r0510,0.0,0.0,0.0,0.0
R_r0511,0.0,0.0,0.0,0.0
R_r0512,4.1835000000000004,2.8030298382107244,0.0,0.0
R_r0514,0.0,0.0,0.0,0.0
R_r0517,-8.8690499999999997,-9.1660499999999985,-8.9522500000000029,-8.6675000000000022
R_r0522,0.0,0.0,0.0,0.0
R_r0523,0.0,0.0,0.0,0.0
R_r0525,-6.1501000000000001,-6.0264000000000015,-5.8673999999999999,-6.2211999999999996
R_r0527,0.0,0.0,0.0,0.0
R_r0531,0.0,0.0,-7.2514999999472485,-2.1662581896900446
R_r0537,0.0,0.0,0.0,0.0
R_r0539,0.0,0.0,0.0,0.0
R_r0541,0.0,0.0,0.0,0.0
R_r0545,0.0,7.8224703279815486,5.7716499999996813,10.227749999998807
R_r0546,0.0,0.0,0.0,0.0
R_r0547,0.0,-7.8224703279815486,-5.7716499999996813,-10.227749999998807
R_r0548,0.0,0.0,0.0,0.0
R_r0549,16.528999674267091,16.201268686631593,20.27349999998458,18.245945922922811
R_r0552,1.4356,0.0,0.0,0.27687907707788639
R_r0553,-1.4356,0.0,0.0,-0.27687907707788639
R_r0555,0.0,0.0,0.0,0.0
R_r0556,0.0,0.0,0.0,0.0
R_r0557,0.0,0.0,0.0,0.0
R_r0558,0.0,0.0,0.0,0.0
R_r0559,0.0,0.0,0.0,0.0
R_r0560,0.0,0.0,0.0,0.0
R_r0568,0.0,0.0,0.0,0.0
R_r0570,0.0,0.0,0.0,1.6204836206144462
R_r0571,9.6511999999999993,9.7726994042077422,9.8908000000000076,9.6226002025031256
R_r0573,0.0,0.0,0.0,0.0
R_r0575,-3.4131999999999998,-3.4364999999999997,-3.4998666666666667,-3.5905333333333331
R_r0578,0.0,0.0,0.0,0.0
R_r0579,0.0,0.0,0.0,0.0
R_r0580,0.0,0.0,0.0,0.0
R_r0584,0.0,0.0,0.0,0.0
R_r0587,0.0,0.0,0.0,0.0
R_r0590,0.0,0.0,0.0,0.0
R_r0591,0.0,0.0,0.0,0.0
R_r0594,0.0,0.0,0.0,0.0
R_r0595,0.0,0.0,0.0,0.0
R_r0596,0.51140065146581337,0.9648786150975921,0.029392876609148324,0.0
R_r0598,0.0,0.0,0.0,0.0
R_r0603,0.0,0.0,0.0,0.0
R_r0604,0.0,0.0,0.0,0.0
R_r0610,0.0,0.0,0.0,0.0
R_r0611,0.0,0.0,0.0,0.0
R_r0614,0.0,0.0,0.0,0.0
R_r0615,-0.053200977198713417,-2.0385999999990929,2.7171000000000021,2.1066499999873241
R_r0616,-2.2231990228012863,0.0,0.0,0.0
R_r0617,0.053200977198713417,2.0385999999990929,-2.7171000000000021,-2.1066499999873241
R_r0618,2.2231990228012863,0.0,0.0,0.0
R_r0620,0.0,0.0,0.0,0.0
R_r0626,0.0,0.0,0.0,0.0
R_r0627,0.0,0.0,0.0,0.0
R_r0629,0.0,0.0,0.0,0.0
R_r0630,0.0,0.0,0.0,-6.7104999999999997
R_r0633,0.0,0.0,0.0,0.0
R_r0634,0.0,0.0,0.0,0.0
R_r0636,0.0,0.0,0.0,0.0
R_r0637,1.7325668295331207,2.1466806696263721,4.9949500000000002,1.4208000268317826
R_r0638,0.0,0.0,0.0,0.0
R_r0639,0.0,0.0,0.0,0.0
R_r0641,0.0,0.0,0.0,0.0
R_r0642,0.0,-9.5033628691945307,0.0,0.0
R_r0643,-9.6511999999999993,-9.7726994042077422,-9.8908000000000076,-9.6226002025031256
R_r0644,0.0,9.5033628691945307,0.0,0.0
R_r0645,0.0,0.0,0.0,0.0
R_r0647,0.0,0.0,0.0,0.0
R_r0648,0.0,0.0,0.0,0.0
R_r0649,0.0,0.0,0.0,0.0
R_r0650,0.0,0.0,0.0,0.0
R_r0651,0.0,0.0,0.0,0.0
R_r0652,0.0,0.0,0.0,0.0
R_r0653,0.0,0.0,0.0,0.0
R_r0655,0.0,0.0,0.0,0.0
R_r0656,0.0,0.0,0.0,0.0
R_r0660,0.0,0.0,0.0,0.0
R_r0661,0.0,0.0,0.0,0.0
R_r0666,0.0,0.0,0.0,0.0
R_r0668,0.0,-5.6320499999999996,0.0,-5.4929999999966412
R_r0669,0.0,0.0,0.0,0.0
R_r0670,0.0,0.0,0.0,0.0
R_r0671,0.0,0.0,0.0,0.0
R_r0672,0.0,0.0,0.0,0.0
R_r0673,0.0,0.0,0.0,0.0
R_r0678,0.0,0.0,0.0,0.0
R_r0679,0.0,0.0,0.0,0.0
R_r0680,0.0,0.0,0.0,0.0
R_r0681,0.0,0.0,0.0,0.0
R_r0682,0.0,0.0,0.0,0.0
R_r0683,0.0,0.0,0.0,0.0
R_r0686,0.0,0.0,0.0,0.0
R_r0688,0.0,0.0,0.0,0.0
R_r0691,0.0,0.0,0.0,0.0
R_r0692,0.0,0.0,0.0,0.0
R_r0693,0.0,0.0,0.0,0.0
R_r0694,0.0,0.0,0.0,0.0
R_r0695,0.0,0.0,0.0,0.0
R_r0696,0.0,0.0,0.0,0.0
R_r0697,0.0,0.0,0.0,0.0
R_r0698,3.5798045602606954,6.7541500000000001,0.20575013236776296,0.0
R_r0702,0.0,0.0,0.0,0.0
R_r0706,0.0,0.0,0.0,0.0
R_r0707,0.0,0.0,0.0,0.0
R_r0708,0.0,0.0,0.0,0.0
R_r0709,0.0,0.0,0.0,0.0
R_r0712,0.0,0.0,0.0,0.0
R_r0713,0.0,0.0,0.0,0.0
R_r0714,0.0,0.0,0.0,0.0
R_r0715,0.0,0.0,0.0,0.0
R_r0716,0.0,0.0,0.0,0.0
R_r0717,0.0,0.0,0.0,0.0
R_r0718,0.0,0.0,0.0,0.0
R_r0719,0.0,0.0,0.0,0.0
R_r0720,0.0,0.0,0.0,0.0
R_r0721,0.0,0.0,0.0,0.0
R_r0722,0.0,0.0,0.0,0.0
R_r0723,0.0,0.0,0.0,0.0
R_r0724,0.0,0.0,0.0,0.0
R_r0726,0.0,0.0,0.0,0.0
R_r0727,0.0,0.0,0.0,0.0
R_r0728,0.0,0.0,0.0,0.0
R_r0729,0.0,0.0,0.0,0.0
R_r0730,0.0,0.0,0.0,0.0
R_r0731,0.0,0.0,0.0,0.0
R_r0732,0.0,0.0,0.0,0.0
R_r0733,0.0,0.0,0.0,0.0
R_r0734,0.0,0.0,0.0,0.0
R_r0735,0.0,0.0,0.0,0.0
R_r0737,0.0,0.0,0.0,0.0
R_r0739,0.0,0.0,0.0,0.0
R_r0741,0.0,0.0,0.0,0.0
R_r0743,0.0,0.0,0.0,0.0
R_r0744,0.0,0.0,0.0,0.0
R_r0747,0.0,0.0,0.0,0.0
R_r0750,0.0,1.4512007944812622,0.0,0.0
R_r0752,-7.4474499999999999,-2.8773499999999999,0.0,0.0
R_r0753,7.4474499999999999,2.8773499999999999,0.0,0.0
R_r0754,-1.2010500000000004,-1.8150296720184507,-6.6434999999993787,0.0
R_r0755,1.2010500000000004,1.8150296720184507,6.6434999999993787,0.0
R_r0756,-3.8285499999999999,0.0,0.0,0.0
R_r0757,3.8285499999999999,0.0,0.0,0.0
R_r0758,0.0,0.0,0.0,0.0
R_r0760,0.0,0.0,0.0,0.0
R_r0761,0.0,0.0,0.0,0.0
R_r0762,0.0,0.0,0.0,0.0
R_r0763,0.0,0.0,0.0,0.0
R_r0764,0.0,0.0,0.0,0.0
R_r0765,0.0,0.0,0.0,0.0
R_r0766,0.0,0.0,0.0,0.0
R_r0767,0.0,0.0,0.0,0.0
R_r0768,0.0,0.0,0.0,0.0
R_r0769,0.0,0.0,0.0,0.0
R_r0770,0.0,0.0,0.0,0.0
R_r0771,0.0,0.0,0.0,0.0
R_r0772,0.0,0.0,0.0,0.0
R_r0773,0.0,0.0,0.0,0.0
R_r0774,0.0,0.0,0.0,0.0
R_r0775,0.0,0.0,0.0,0.0
R_r0776,0.0,0.0,0.0,0.0
R_r0777,0.0,0.0,0.0,0.0
R_r0778,0.0,0.0,0.0,0.0
R_r0779,0.0,0.0,0.0,0.0
R_r0781,0.0,0.0,0.0,0.0
R_r0782,0.0,0.0,0.0,0.0
R_r0783,9.7613000000000003,0.0,11.318700000000009,0.0
R_r0784,-11.494300000000001,-11.529700291369334,11.757599999979089,11.461600000000008
R_r0786,0.0,0.0,0.0,0.0
R_r0787,0.0,0.0,0.0,0.0
R_r0788,0.0,0.0,0.0,0.0
R_r0789,0.0,0.0,0.0,0.0
R_r0791,0.0,0.0,0.0,0.0
R_r0792,0.1604000000000001,0.16105021488386195,0.122300000007729,0.17610000000000037
R_r0795,0.0,0.0,0.0,0.0
R_r0796,0.0,0.0,0.0,0.0
R_r0797,-3.5798045602606954,-6.7541500000000001,-0.20575013236776296,0.0
R_r0800,0.0,0.0,0.0,0.0
R_r1109,0.0,0.0,0.0,0.0
R_r1135,0.0,0.0,0.0,0.0
R_r1146,0.0,0.0,0.0,0.0
R_r1154,0.0,0.0,0.0,0.0
R_r1156,-11.122299999999999,-10.952299994253314,-4.2260499999913597,-8.1030000000000086
R_r1164,0.0,0.0,0.0,0.0
R_r1165,0.0,0.0,0.0,0.0
R_r1166,0.0,0.0,0.0,0.0
R_r1167,0.0,0.0,0.0,0.0
R_r1168,0.0,0.0,0.0,0.0
R_r1169,0.0,0.0,0.0,0.0
R_r1170,0.0,0.0,0.0,0.0
R_r1171,0.0,0.0,0.0,0.0
R_r1172,0.0,0.0,0.0,0.0
R_r1173,0.0,0.0,0.0,0.0
R_r1174,0.0,0.0,0.0,0.0
R_r1175,0.0,0.0,0.0,0.0
R_r1176,0.0,0.0,0.0,0.0
R_r1177,0.0,0.0,0.0,0.0
R_r1178,0.0,0.0,0.0,0.0
R_r1179,0.0,0.0,0.0,0.0
R_r1180,0.0,0.0,0.0,0.0
R_r1181,0.0,0.0,0.0,0.0
R_r1182,0.0,0.0,0.0,0.0
R_r1183,0.0,0.0,0.0,0.0
R_r1184,0.0,0.0,0.0,0.0
R_r1251,0.0,0.0,0.0,0.0
R_r1252,0.0,0.0,0.0,0.0
R_r1253,0.0,0.0,0.0,0.0
R_r1254,0.0,0.0,0.0,0.0
R_r1255,0.0,0.0,0.0,0.0
R_r1257,0.0,0.0,0.0,0.0
R_r1259,0.0,0.0,0.0,0.0
R_r1260,13.138004560260633,14.676691228471245,10.041625066202087,11.722349999999919
R_r1262,0.0,0.0,0.0,0.0
R_r1313,0.0,0.0,0.0,0.0
R_r1315,0.0,0.0,0.0,0.0
R_r1316,0.0,0.0,0.0,0.0
R_r1321,0.0,0.0,0.0,0.0
R_r1322,0.0,0.0,0.0,0.0
R_r1323,0.0,0.0,0.0,0.0
R_r1324,0.0,0.0,0.0,0.0
R_r1325,0.0,0.0,0.0,0.0
R_r1326,0.0,0.0,0.0,0.0
R_r1327,0.0,0.0,0.0,0.0
R_r1328,0.0,0.0,0.0,0.0
R_r1329,0.0,0.0,0.0,0.0
R_r1332,0.0,0.0,0.0,0.0
R_r1374,0.0,0.0,0.0,0.0
R_r1377,4.2288500000000004,-4.3337999186666858,-4.9795499999213639,4.6420497979584479
R_r1378,4.2288500000000004,-4.3337999186666858,-4.9795499999213639,4.6420497979584479
R_r1380,-0.81010000000000026,0.0,0.0,0.0
R_r1382,0.0,0.0,0.0,0.0
R_r1383,0.0,0.0,0.0,0.0
R_r1384,-5.9863499999999998,-5.9767496862553102,-6.0932500000513903,-5.211908189749745
R_r1386,0.0,0.0,0.0,0.0
R_r1391,0.0,0.0,0.0,0.0
R_r1392,0.0,0.0,0.0,0.0
R_r1411,0.0,0.0,0.0,0.0
R_r1418,-38.780500000000018,-49.438549225202763,-39.439049649601536,19.016188034481388
R_r1431,0.0,0.0,0.0,0.0
R_r1432,0.0,0.0,0.0,0.0
R_r1443,0.0,0.0,0.0,0.0
R_r1444,0.0,0.0,0.0,0.0
R_r1445,0.0,0.0,0.0,0.0
R_r1446,0.0,0.0,0.0,0.0
R_r1447,0.0,0.0,0.0,0.0
R_r1448,0.0,0.0,0.0,0.0
R_r1449,0.0,0.0,0.0,0.0
R_r1450,0.0,0.0,0.0,0.0
R_r1451,0.0,0.0,0.0,0.0
R_r1457,0.0,0.0,0.0,0.0
R_r1466,0.0,0.0,0.0,0.0
R_r1472,0.0,0.0,0.0,0.0
R_r1474,0.0,0.0,0.0,0.0
R_r1477,0.0,0.0,0.0,0.0
R_r1481,0.0,0.0,0.0,0.0
R_r1487,0.0,0.0,0.0,0.0
R_RE0066C,0.0,0.0,0.0,0.0
R_RE0066M,0.0,0.0,0.0,0.0
R_RE0066R,0.0,0.0,0.0,0.0
R_RE0124C,0.0,0.0,0.0,0.0
R_RE0344M,0.0,0.0,0.0,0.0
R_RE0344X,0.0,0.0,0.0,0.0
R_RE0383C,11.817600000000001,50.762797142398007,12.19200000000005,12.151900000000049
R_RE0452M,0.0,0.0,0.0,-1.938968499821252
R_RE0452N,0.0,0.0,0.0,0.0
R_RE0453C,2.3884999999999987,2.1826657615413954,2.926150000741258,2.2931000000000026
R_RE0453M,0.0,0.0,0.0,0.0
R_RE0453N,-8.7630999999999997,-9.0121993531905389,9.2794000000000079,9.3491000000000071
R_RE0456M,0.0,0.0,0.0,0.0
R_RE0456N,0.0,0.0,0.0,0.0
R_RE0512C,0.0,0.0,0.0,0.0
R_RE0512M,0.0,0.0,0.0,0.0
R_RE0512X,0.0,0.0,0.0,0.0
R_RE0549C,0.0,0.0,0.0,0.0
R_RE0565C,0.0,0.0,0.0,0.0
R_RE0566C,0.0,0.0,0.0,0.0
R_RE0567C,0.0,0.0,0.0,0.0
R_RE0568C,0.0,0.0,0.0,0.0
R_RE0569C,0.0,0.0,0.0,0.0
R_RE0569E,0.0,0.0,0.0,0.0
R_RE0570C,0.0,0.0,0.0,0.0
R_RE0571C,0.0,0.0,0.0,0.0
R_RE0572N,0.0,0.0,0.0,0.0
R_RE0573N,0.0,0.0,0.0,0.0
R_RE0574C,0.0,0.0,0.0,0.0
R_RE0575C,0.0,0.0,0.0,0.0
R_RE0576C,0.0,0.0,0.0,0.0
R_RE0577M,0.0,0.0,0.0,0.0
R_RE0577X,0.0,0.0,0.0,0.0
R_RE0578C,0.0,0.0,0.0,0.0
R_RE0578M,0.0,0.0,0.0,0.0
R_RE0578X,0.0,0.0,0.0,0.0
R_RE0579C,0.0,0.0,0.0,0.0
R_RE0579M,0.0,0.0,0.0,0.0
R_RE0579X,0.0,0.0,0.0,0.0
R_RE0580L,0.0,0.0,0.0,0.0
R_RE0580R,0.0,0.0,0.0,0.0
R_RE0581C,0.0,0.0,0.0,0.0
R_RE0581R,0.0,0.0,0.0,0.0
R_RE0582N,0.0,0.0,0.0,0.0
R_RE0583C,0.0,0.0,0.0,0.0
R_RE0583N,0.0,0.0,0.0,0.0
R_RE0688C,0.0,0.0,0.0,0.0
R_RE0688E,0.0,0.0,0.0,0.0
R_RE0688X,0.0,0.0,0.0,0.0
R_RE0689C,0.0,0.0,0.0,0.0
R_RE0689E,0.0,0.0,0.0,0.0
R_RE0689X,0.0,0.0,0.0,0.0
R_RE0690C,0.0,0.0,0.0,0.0
R_RE0690E,0.0,0.0,0.0,0.0
R_RE0690X,0.0,0.0,0.0,0.0
R_RE0691C,0.0,0.0,0.0,0.0
R_RE0702C,0.0,0.0,0.0,0.0
R_RE0702E,0.0,0.0,0.0,0.0
R_RE0702L,0.0,0.0,0.0,0.0
R_RE0702M,0.0,0.0,0.0,0.0
R_RE0702N,0.0,0.0,0.0,0.0
R_RE0827C,0.0,0.0,0.0,0.0
R_RE0827E,0.0,0.0,0.0,0.0
R_RE0827X,0.0,0.0,0.0,0.0
R_RE0828C,0.0,0.0,0.0,0.0
R_RE0828E,0.0,0.0,0.0,0.0
R_RE0828X,0.0,0.0,0.0,0.0
R_RE0830C,0.0,0.0,0.0,0.0
R_RE0830N,4.9042000000000003,4.9201166666666669,5.2495000841815607,4.9275334007000717
R_RE0864C,0.0,0.0,0.0,0.0
R_RE0875C,0.0,0.0,0.0,0.0
R_RE0908C,0.0,0.0,0.0,0.0
R_RE0908G,0.0,0.0,0.0,0.0
R_RE0908R,0.0,0.0,0.0,0.0
R_RE0912C,0.0,0.0,0.0,0.0
R_RE0915C,0.0,0.0,0.0,0.0
R_RE0915E,0.0,0.0,0.0,0.0
R_RE0916C,0.0,0.0,0.0,0.0
R_RE0916G,0.0,0.0,0.0,0.0
R_RE0916R,0.0,0.0,0.0,0.0
R_RE0918C,0.0,0.0,0.0,0.0
R_RE0918G,0.0,0.0,0.0,0.0
R_RE0918R,0.0,0.0,0.0,0.0
R_RE0919C,0.0,0.0,0.0,0.0
R_RE0919R,0.0,0.0,0.0,0.0
R_RE0920C,0.0,0.0,0.0,0.0
R_RE0920R,0.0,0.0,0.0,0.0
R_RE0921C,0.0,0.0,0.0,0.0
R_RE0921R,0.0,0.0,0.0,0.0
R_RE0922C,0.0,0.0,0.0,0.0
R_RE0922R,0.0,0.0,0.0,0.0
R_RE0923C,0.0,0.0,0.0,0.0
R_RE0923R,0.0,0.0,0.0,0.0
R_RE0924C,0.0,0.0,0.0,0.0
R_RE0924R,0.0,0.0,0.0,0.0
R_RE0925C,0.0,0.0,0.0,0.0
R_RE0925R,0.0,0.0,0.0,0.0
R_RE0926C,0.0,0.0,0.0,0.0
R_RE0926E,0.0,0.0,0.0,0.0
R_RE0927C,0.0,0.0,0.0,0.0
R_RE0927R,0.0,0.0,0.0,0.0
R_RE0928C,0.0,0.0,0.0,0.0
R_RE0928R,0.0,0.0,0.0,0.0
R_RE0935C,0.0,0.0,0.0,0.0
R_RE0935E,0.0,0.0,0.0,0.0
R_RE0936C,0.0,0.0,0.0,0.0
R_RE0936E,0.0,0.0,0.0,0.0
R_RE0937C,0.0,0.0,0.0,0.0
R_RE0937E,0.0,0.0,0.0,0.0
R_RE0938C,0.0,0.0,0.0,0.0
R_RE0938E,0.0,0.0,0.0,0.0
R_RE0944C,0.0,0.0,0.0,0.0
R_RE0944E,0.0,0.0,0.0,0.0
R_RE0958C,0.0,0.0,0.0,0.0
R_RE0958E,0.0,0.0,0.0,0.0
R_RE1050C,0.0,0.0,0.0,0.0
R_RE1050E,0.0,0.0,0.0,0.0
R_RE1050L,0.0,0.0,0.0,0.0
R_RE1050N,0.0,0.0,0.0,0.0
R_RE1062C,0.0,0.0,0.0,0.0
R_RE1062M,0.0,0.0,0.0,0.0
R_RE1063C,0.0,0.0,0.0,0.0
R_RE1064C,0.0,0.0,0.0,0.0
R_RE1077C,0.0,0.0,0.0,0.0
R_RE1096C,0.0,0.0,0.0,0.0
R_RE1096M,0.0,0.0,0.0,0.0
R_RE1096R,0.0,0.0,0.0,0.0
R_RE1099C,0.0,0.0,0.0,0.0
R_RE1099G,0.0,0.0,0.0,0.0
R_RE1099L,0.0,0.0,0.0,0.0
R_RE1099R,0.0,0.0,0.0,0.0
R_RE1100C,0.0,0.0,0.0,0.0
R_RE1100G,0.0,0.0,0.0,0.0
R_RE1100L,0.0,0.0,0.0,0.0
R_RE1100R,0.0,0.0,0.0,0.0
R_RE1134C,0.0,0.0,0.0,0.0
R_RE1134M,0.0,0.0,0.0,0.0
R_RE1134R,0.0,0.0,0.0,0.0
R_RE1135C,0.0,0.0,0.0,0.0
R_RE1135G,0.0,0.0,0.0,0.0
R_RE1135L,0.0,0.0,0.0,0.0
R_RE1135R,0.0,0.0,0.0,0.0
R_RE1233C,0.0,0.0,0.0,0.0
R_RE1233M,0.0,0.0,0.0,0.0
R_RE1234C,0.0,0.0,0.0,0.0
R_RE1235C,0.0,0.0,0.0,0.0
R_RE1236C,0.0,0.0,0.0,0.0
R_RE1238X,0.0,0.0,0.0,0.0
R_RE1240C,0.0,0.0,0.0,0.0
R_RE1254C,0.0,0.0,0.0,0.0
R_RE1266C,0.0,0.0,0.0,0.0
R_RE1303C,0.0,0.0,0.0,0.0
R_RE1308C,0.0,0.0,0.0,0.0
R_RE1308M,0.0,0.0,0.0,0.0
R_RE1309C,0.0,0.0,0.0,0.0
R_RE1309M,0.0,0.0,0.0,0.0
R_RE1310C,0.0,0.0,0.0,0.0
R_RE1310M,0.0,0.0,0.0,0.0
R_RE1311C,0.0,0.0,0.0,0.0
R_RE1311M,0.0,0.0,0.0,0.0
R_RE1317C,0.0,0.0,0.0,0.0
R_RE1441G,0.0,0.0,0.0,0.0
R_RE1441R,0.0,0.0,0.0,0.0
R_RE1447M,0.0,0.0,0.0,0.0
R_RE1447N,0.0,0.0,-15499.744409999548,0.0
R_RE1448N,0.0,0.0,-15499.744409999548,0.0
R_RE1448R,0.0,0.0,0.0,0.0
R_RE1473C,0.0,0.0,0.0,0.0
R_RE1508C,0.0,0.0,0.0,0.0
R_RE1514M,0.0,0.0,0.0,0.0
R_RE1514X,0.0,0.0,0.0,0.0
R_RE1516M,0.0,0.0,0.0,0.0
R_RE1516X,0.0,0.0,0.0,0.0
R_RE1517M,0.0,0.0,0.0,0.0
R_RE1517X,0.0,0.0,0.0,0.0
R_RE1518M,-2.0228013029316219,-8.5500603167863805,-1.0587855337837702,-2.5830428801480263
R_RE1518X,0.0,0.0,0.0,0.0
