rxn_id,C,D,T
R_ST8SIA54g,0.0,0.0,0.0
R_ST8SIA55g,0.0,0.0,0.0
R_ST8SIA56g,0.0,0.0,0.0
R_STRDNCCPT1,0.0,0.0,0.0
R_STRDNCCPT2,0.0,0.0,0.0
R_STS1,0.0,0.0,0.0
R_STS1r,0.0,0.0,0.0
R_STS2,0.0,0.0,0.0
R_STS2r,0.0,0.0,0.0
R_SUCD1m,1.2324252760048848,2.1998850321450862,1.9302773484901068
R_SUCOAS1m,1.6258793571977901,0.0048938085767164501,1.473009807247958e-05
R_SUCOASm,-2.6642654743957799,-2.1056372493869531,-1.8974664384632309
R_SUCRe,0.0,0.0,0.0
R_T2M26DCOAHLm,0.0,0.0,0.0
R_T2M26DCOAHLx,0.0,0.0,0.0
R_T4HCINNMFM,0.0,0.0,0.0
R_T4HCINNOX,0.0,0.0,0.0
R_TALA,3.9164495450104653,3.4614074532797745,3.3427952548909552
R_TDP,0.0,0.0,0.0
R_TDPDRE,0.0,0.0,0.0
R_TDPDRR,0.0,0.0,0.0
R_TDPGDH,0.0,0.0,0.0
R_TDPm,0.0,0.0,0.0
R_TETPENT3CPT1,0.0,0.0,0.0
R_TETPENT3CPT2,0.0,0.0,0.0
R_TETPENT6CPT1,0.0,0.0,0.0
R_TETPENT6CPT2,0.0,0.0,0.0
R_TETTET6CPT1,0.0,0.0,0.0
R_TETTET6CPT2,0.0,0.0,0.0
R_THBPT4ACAMDASE,0.0,0.0,0.0
R_THMP,0.0,0.0,0.0
R_THMTP,0.0,0.0,0.0
R_THRD_L,0.0,0.0,0.0
R_THRS,0.0,0.0,0.0
R_THYPX,0.0,0.0,0.0
R_TKT1,0.35175320173070018,0.94603496270622955,0.87549538031086516
R_TKT2,0.35175320173069996,0.94603496270622955,0.87549538031086449
R_TMABADH,0.0,0.0,0.0
R_TMDK1,0.0,0.0,0.0
R_TMDK1m,0.0,0.0,0.0
R_TMDPK,0.0,0.0,0.0
R_TMDPP,0.0,0.0,0.0
R_TMDPPK,0.0,0.0,0.0
R_TMDS,0.0,0.0,0.0
R_TMLYSOX,0.0,0.0,0.0
R_TMNDNCCPT1,0.0,0.0,0.0
R_TMNDNCCPT2,0.0,0.0,0.0
R_TPI,1.0184671091533219,3.7964018303896423,3.0427477419781659
R_TRDR,0.43255718930220849,0.62690396512185154,0.49565979787771436
R_TRDR2,0.0,0.0,0.0
R_TRDR3,0.0,0.0,0.0
R_TRDRm,0.0,0.0,0.0
R_TREH,0.0,0.0,0.0
R_TREHe,0.0,0.0,0.0
R_TRIODTHYSULT,0.0,0.0,0.0
R_TRIOK,0.0,0.0,0.0
R_TRPHYDRO2,0.0,0.0,0.0
R_TRPO2,0.0,0.0,0.0
R_TRYPTAOX,0.0,0.0,0.0
R_TS3,0.0,0.0,0.0
R_TSTSTERONESULT,0.0,0.0,0.0
R_TTDCPT1,0.0,0.0,0.0
R_TTDCPT2,0.0,0.0,0.0
R_TXASr,0.0,0.0,0.0
R_TYMSULT,0.0,0.0,0.0
R_TYR3MO2,0.0,0.0,0.0
R_TYRASE,0.0,0.0,0.0
R_TYRCBOX,0.0,0.0,0.0
R_TYRDOPO,0.0,0.0,0.0
R_TYRDOPO3,0.0,0.0,0.0
R_TYROXDAc,0.0,0.0,0.0
R_TYRTA,0.0,0.0,0.0
R_TYRTAm,0.0,0.0,0.0
R_UAG2EMAi,0.0,0.0,0.0
R_UAG4E,0.0,0.0,0.0
R_UAGALDP,0.0,0.0,0.0
R_UAGDP,0.0,0.0,0.0
R_UDPDOLPT_L,0.93407343852455971,0.0,0.0
R_UDPG1P,0.0,0.0,0.0
R_UDPG4E,0.0,0.0,0.0
R_UDPGD,0.0,0.52180117626512257,0.54204306108438749
R_UDPGLDCg,0.0,0.0,0.0
R_UDPGNP,0.0,0.30688593652496221,0.33127582751138579
R_UDPGP,0.0,0.0,0.0
R_UGALGTg,0.0,0.0,0.0
R_UGCG,0.50943029944621121,0.53757931161420613,0.6018145627559065
R_UGLT,0.30476753673532841,0.59175080931453616,0.56429558962993764
R_UGT1A10r,0.0,0.0,0.0
R_UGT1A1r,0.0,0.0,0.0
R_UGT1A2r,0.0,0.0,0.0
R_UGT1A3r,0.0,0.0,0.0
R_UGT1A4r,0.0,0.0,0.0
R_UGT1A5r,0.0,0.0,0.0
R_UGT1A5r2,0.0,0.0,0.0
R_UGT1A6r,0.0,0.0,0.0
R_UGT1A7r,0.0,0.0,0.0
R_UGT1A8r,0.0,0.0,0.0
R_UGT1A9r,0.0,0.0,0.0
R_UMPK,0.0,1.8537164178553318,1.1865837797785594
R_UMPK2,-0.8044006583777803,-0.0024212023011782528,-7.2876874504965601e-06
R_UMPK2n,0.0,0.0,0.0
R_UMPK3,1.3138309578169836,0.0039545598394224125,0.28884586605546636
R_UMPK3n,0.0,0.0,0.0
R_UMPK4,0.0,-1.0868582822235879,-0.48845892783455008
R_UMPK4n,0.0,0.0,0.0
R_UMPK5,0.0,0.0,0.0
R_UMPK5n,0.0,0.0,0.0
R_UMPK6,0.0,0.0,0.0
R_UMPK6n,0.0,0.0,0.0
R_UMPK7,0.0,0.22033834529984697,0.39962223450144679
R_UMPK7n,0.0,0.0,0.0
R_UMPKm,0.0,0.0,0.0
R_UMPKn,0.0,0.0,0.0
R_UNK2,0.0,0.0,0.0
R_UNK3,0.0,0.0,0.0
R_UPP3S,0.0,0.0,0.0
R_UPPDC1,0.0,0.0,0.0
R_UPPN,0.0,0.0,0.0
R_URCN,0.0,0.0,0.0
R_URIDK2m,0.0,0.0,-0.1980709815978354
R_URIK1,0.37477887367190205,0.85646720919137631,0.0
R_UROLACer,0.0,0.0,0.0
R_VACCCPT1,0.0,0.0,0.0
R_VACCCPT2,0.0,0.0,0.0
R_VALTA,0.42815273439427803,0.44419574633276426,0.0013370050757584065
R_VALTAm,-0.42815273439427803,-0.44419574633276426,-0.0013370050757583987
R_VD3,0.0,0.0,0.0
R_VITD2Hm,0.0,0.0,0.0
R_VITD3Hm,0.0,0.0,0.0
R_VLCS2p,0.0,0.0,0.0
R_VLCS2r,0.0,0.0,0.0
R_VLCSp,0.0,0.0,0.0
R_VLCSr,0.0,0.0,0.0
R_XANDp,0.0,0.0,0.0
R_XAO2x,0.0,0.0,0.0
R_XAOx,0.0,0.0,0.0
R_XYLK,0.0,0.47046354243948951,0.51147405257517498
R_XYLTD_Dr,0.0,0.47046354243948951,0.51147405257517498
R_XYLTer,0.0,0.0,0.0
R_XYLUR,-0.22482909789277652,-0.17802955919606619,-0.1546519129485916
R_r0009,0.0,0.0,0.0
R_r0010,0.0,0.0,0.0
R_r0013,0.0,0.0,0.0
R_r0016,0.0,0.35655816738886575,0.31863586153936174
R_r0021,-0.26199681035578437,-0.18421018169240452,-0.24123510791446962
R_r0022,0.0,0.039968918426787396,0.0
R_r0024,0.0,0.0,0.0
R_r0027,0.26199681035578437,0.18421018169240452,0.24123510791446962
R_r0028,0.0,0.0,0.0
R_r0033,0.0,0.0,0.0
R_r0034,0.0,0.0,0.0
R_r0047,0.83653464325341764,0.85427074823263816,0.76625030426448204
R_r0051,0.0,0.0,0.0
R_r0055,-9.4401765088023133,-8.3998450751860023,-7.2815301515329036
R_r0062,0.0,0.0,0.0
R_r0068,0.0,0.0014796217055075616,0.20903342964730484
R_r0074,0.1906279873659219,0.15612287290103172,0.29470528878855967
R_r0081,0.37022556548782226,0.18200081609052252,0.0
R_r0082,0.0,0.0,1.6747687209230018
R_r0083,0.0,0.0,0.0
R_r0084,0.0,0.0,0.0
R_r0085,0.0,0.0,0.0
R_r0086,0.0,0.0,0.0
R_r0093,0.0,0.0,0.0
R_r0097,0.0,0.0014796217055075616,0.20903342964730484
R_r0113,0.0,0.0,0.0
R_r0119,0.0,0.0,0.0
R_r0120,0.0,0.0,0.0
R_r0121,0.0,0.0,0.0
R_r0122,0.0,0.0,0.0
R_r0127,0.0,0.0,0.0
R_r0129,0.0,0.0,0.0
R_r0130,0.0,0.0,0.0
R_r0139,0.0,0.0,0.0
R_r0142,0.0,0.0,0.0
R_r0145,0.0,0.0,0.0
R_r0149,0.0,0.0,0.0
R_r0153,0.0,0.0,0.0
R_r0156,0.0,0.0,0.0
R_r0157,0.0,0.0,0.0
R_r0160,0.37022031091264218,0.57288747962497077,0.55623345007898628
R_r0163,0.0,0.0,0.0
R_r0165,0.0,0.0,0.0
R_r0166,0.0,0.0,0.0
R_r0170,-1.1914569051089705,-1.2343084986965955,-1.0962322563755658
R_r0173,-9.2453720118751281,-10.124375929937973,-8.7186393351141156
R_r0178,0.0,0.0,0.0
R_r0179,0.0,0.0,0.0
R_r0181,0.0,0.0,0.0
R_r0186,0.0,0.0,0.0
R_r0191,0.0,0.0,0.0
R_r0193,-0.4325571893227162,-0.62690396512185154,-0.29758881627952855
R_r0196,-0.23332597393527404,-0.3158195556812961,-0.27316661850965773
R_r0202,-0.27401642651173541,-0.16375185040971668,-0.00049288417768549953
R_r0208,0.0,0.0,0.0
R_r0210,0.0,0.0,0.0
R_r0220,0.0,0.0,0.0
R_r0221,0.0,0.0,0.0
R_r0224,0.11511341669053508,0.0,0.0
R_r0226,0.0,0.10463429076397858,0.11811493456114115
R_r0236,0.0,0.0,0.0
R_r0239,0.0,0.0,0.0
R_r0242,0.0,0.0,0.0
R_r0245,-0.37022031091223284,-0.21233631827309465,-0.17307789752823394
R_r0246,0.0,0.0,0.0
R_r0249,0.0,0.0,0.0
R_r0267,17.430402822811967,15.163399334932031,12.886355870722744
R_r0268,-17.430402822811967,-10.195800004628579,-8.1198510125048031
R_r0280,0.0,0.0,0.0
R_r0281,0.0,0.0,0.0
R_r0283,0.0,0.0,0.0
R_r0287,0.0,0.0,0.0
R_r0295,0.0,0.0,0.0
R_r0301,0.0,0.43517307746860961,0.2328515087565281
R_r0308,0.0,0.0,0.0
R_r0309,0.0,0.0,0.0
R_r0310,0.0,0.0,0.0
R_r0311,0.0,0.0,0.0
R_r0317,-1.2287760394748815,-0.93013191489881508,-0.7311094141408504
R_r0318,0.0,0.0,0.0
R_r0319,0.0,0.0,0.0
R_r0321,0.0,0.0,0.0
R_r0330,0.24978786861542712,0.0,0.0
R_r0331,0.0,0.22190884857654594,0.24458367250230362
R_r0339,0.0,0.0,0.0
R_r0340,0.0,0.0,0.0
R_r0345,0.2283460693496889,0.0,0.0
R_r0354,0.0,0.0,0.0
R_r0355,0.0,0.0,0.0
R_r0357,0.0,0.0,0.0
R_r0358,0.0,0.0,0.0
R_r0360,0.0,0.0,0.0
R_r0361,0.0,0.0,0.0
R_r0363,0.0,0.0,0.0
R_r0364,0.0,0.0,0.0
R_r0365,0.41582152631321834,0.58938499221663765,0.53325898627747115
R_r0377,0.0,0.0,0.0
R_r0380,0.0,0.0,0.0
R_r0381,0.0,0.0,0.0
R_r0383,0.0,0.0,0.0
R_r0384,0.0,0.0,0.0
R_r0385,0.0,0.0,0.0
R_r0386,0.0,0.0,0.0
R_r0388,0.0,0.0,0.0
R_r0389,0.0,0.0,0.0
R_r0390,0.0,-1.9813958921739607,-2.7448467756200321
R_r0391,0.0,0.0,0.0
R_r0392,-0.37022031091264218,0.0,0.0
R_r0393,0.0,0.0,0.0
R_r0394,0.0,0.0,0.0
R_r0395,0.0,0.0,0.0
R_r0398,0.0,0.0,0.0
R_r0399,0.0,0.0,0.0
R_r0400,0.0,-1.6558664434344845,-1.5888349527393129
R_r0402,0.0,0.0,0.0
R_r0403,0.0,0.0,0.0
R_r0407,-3.5646963432797647,-2.5153724905735446,-2.4672998745800903
R_r0408,0.0,-0.24154921799451626,-0.36916983986362062
R_r0409,-3.5646963432797647,-2.2738232725790284,-2.0981300347164691
R_r0410,0.0,0.0,0.0
R_r0413,0.0,0.0,0.0
R_r0422,0.0,0.0,1.6747687209230018
R_r0423,4.6442128867175807,4.7212901473744839,3.9089129494179358
R_r0424,0.0,0.0,0.0
R_r0425,-4.6442128867175807,-4.7212901473744839,-3.9089129494179358
R_r0426,1.2287760394748815,0.93013191489881508,0.7311094141408504
R_r0430,0.0,0.0,0.0
R_r0431,0.0,0.0,0.0
R_r0432,0.0,0.0,0.0
R_r0433,0.0,0.0,0.0
R_r0434,0.0,0.0,0.0
R_r0437,0.0,0.0,0.0
R_r0438,0.0,0.0,0.0
R_r0440,0.0,0.0,0.0
R_r0441,0.0,0.0,0.0
R_r0443,0.0,0.0,0.0
R_r0444,0.0,0.0,0.0
R_r0450,0.0,0.0,0.0
R_r0451,0.0,0.0,0.0
R_r0456,0.0,0.0,0.0
R_r0463,0.0,0.0,0.0
R_r0464,0.0,0.0,0.0
R_r0465,0.0,0.0,0.0
R_r0466,0.0,0.0,0.0
R_r0470,0.0,0.0,0.0
R_r0472,0.0,0.0,0.0
R_r0474,0.0,0.0,0.0
R_r0475,0.0,0.0,0.0
R_r0480,0.0,0.0,0.0
R_r0483,0.0,0.0,0.0
R_r0494,0.0,0.0,0.0
R_r0497,0.0,0.0,0.0
R_r0502,0.0,0.0,0.0
R_r0504,0.0,0.0,0.0
R_r0510,0.0,0.0,0.0
R_r0511,0.0,0.0,0.0
R_r0512,0.0,0.0,0.0
R_r0514,0.0,0.0,0.0
R_r0517,-0.23332597393527404,-0.3158195556812961,-0.27316661850965773
R_r0522,0.0,0.0,0.0
R_r0523,0.0,0.0,0.0
R_r0525,0.0,0.0,0.0
R_r0527,0.0,0.0,0.0
R_r0531,-0.43476558646082986,-0.0013086208066201079,-0.69119414778973554
R_r0537,0.0,0.0,0.0
R_r0539,0.0,0.0,0.0
R_r0541,0.0,0.0,0.0
R_r0545,0.0,0.0,0.0
R_r0546,0.0,0.0,0.0
R_r0547,0.0,0.0,0.0
R_r0548,0.0,0.0,0.0
R_r0549,0.0,0.0,0.0
R_r0552,0.0,0.0,-0.063105919517917247
R_r0553,0.0,0.0,0.063105919517917247
R_r0555,0.0,0.0,0.0
R_r0556,0.0,0.0,0.0
R_r0557,0.0,0.0,0.0
R_r0558,0.0,0.0,0.0
R_r0559,0.0,0.0,0.0
R_r0560,0.0,0.0,0.0
R_r0568,0.0,0.0,0.0
R_r0570,0.0,0.0,0.1980709815978354
R_r0571,0.37511448261716274,0.27843352160284246,0.27441780255085874
R_r0573,0.0,0.0,0.0
R_r0575,-1.1914569051089705,-1.2343084986965955,-1.0962322563755658
R_r0578,-1.0876351491415859,-0.92122969923710052,-0.87912003218024326
R_r0579,1.0876351491412364,0.92122969923639975,0.87912003218061641
R_r0580,0.0,0.0,0.0
R_r0584,0.0,0.0,0.0
R_r0587,0.0,0.0,0.0
R_r0590,0.0,0.0,0.0
R_r0591,0.0,0.0,0.0
R_r0594,0.0,0.0,0.0
R_r0595,0.4325571893227162,0.62690396512185154,0.29758881627952855
R_r0596,0.41582152631321834,0.58938499221663765,0.53325898627747115
R_r0598,0.0,0.0,0.0
R_r0603,0.0,0.0,0.0
R_r0604,0.0,0.0,0.0
R_r0610,0.0,0.0,0.0
R_r0611,0.0,0.0,0.0
R_r0614,-1.0876351491412364,-0.92122969923639975,-0.87912003218061641
R_r0615,-0.19937278314545243,-0.19235960966982643,-0.16381177969684227
R_r0616,0.0,0.0,0.0
R_r0617,0.19937278314545243,0.19235960966982643,0.16381177969684227
R_r0618,0.0,0.0,0.0
R_r0620,0.0,0.0,0.0
R_r0626,0.0,0.0,0.0
R_r0627,0.0,0.0,0.0
R_r0629,0.0,0.0,0.0
R_r0630,0.0,0.0,0.0
R_r0633,0.0,0.0,0.0
R_r0634,0.0,0.0,0.0
R_r0636,0.0,0.0,0.0
R_r0637,0.96292376804580226,1.0059840512018476,1.0891894850996122
R_r0638,0.0,0.0,0.0
R_r0639,0.0,0.0,0.0
R_r0641,-1.3980746275503741,-1.7128848481075289,-1.4165165648422211
R_r0642,0.0,0.0,0.0
R_r0643,-0.37511448261716274,-0.27843352160284246,-0.27441780255085874
R_r0644,0.0,0.0,0.0
R_r0645,0.0,0.0,0.0
R_r0647,0.0,0.0,0.0
R_r0648,0.0,0.0,0.0
R_r0649,0.0,0.0,0.0
R_r0650,0.0,0.0,0.0
R_r0651,0.0,0.0,0.0
R_r0652,0.0,0.0,0.0
R_r0653,0.0,0.0,0.0
R_r0655,0.0,0.0,0.0
R_r0656,0.0,0.0,0.0
R_r0660,0.0,0.0,0.0
R_r0661,0.0,0.0,0.0
R_r0666,0.0,0.0,0.0
R_r0668,0.0,-4.9675993303034538,-4.7665048582179388
R_r0669,0.0,0.0,0.0
R_r0670,0.0,0.0,0.0
R_r0671,0.0,0.0,0.0
R_r0672,0.0,0.0,0.0
R_r0673,0.0,0.0,0.0
R_r0678,0.0,0.0,0.0
R_r0679,1.0876351491412364,0.92122969923675013,0.87912003218061641
R_r0680,-1.0876351491412364,-0.92122969923639975,-0.87912003218061641
R_r0681,0.0,0.0,0.0
R_r0682,0.0,0.0,0.0
R_r0683,0.0,0.0,0.0
R_r0686,0.0,0.0,0.0
R_r0688,-0.66340708157436445,-0.84474878523766894,-0.38708548840387635
R_r0691,0.0,0.0,0.0
R_r0692,0.0,0.0,0.0
R_r0693,0.0,0.0,0.0
R_r0694,0.0,0.0,0.0
R_r0695,0.0,0.0,0.0
R_r0696,0.0,0.0,0.0
R_r0697,0.0,0.0,0.0
R_r0698,0.0,0.0,0.0
R_r0702,0.0,0.0,0.0
R_r0706,0.0,0.0,0.0
R_r0707,0.0,0.0,0.0
R_r0708,0.0,0.0,0.0
R_r0709,0.0,0.0,0.0
R_r0712,0.0,0.0,0.0
R_r0713,0.0,0.0,0.0
R_r0714,0.0,0.0,0.0
R_r0715,0.0,0.0,0.0
R_r0716,0.0,0.0,0.0
R_r0717,0.0,0.0,0.0
R_r0718,0.0,0.0,0.0
R_r0719,0.0,0.0,0.0
R_r0720,0.0,0.0,0.0
R_r0721,0.0,0.0,0.0
R_r0722,0.0,0.0,0.0
R_r0723,0.0,0.0,0.0
R_r0724,0.0,0.0,0.0
R_r0726,0.0,0.0,0.0
R_r0727,0.0,0.0,0.0
R_r0728,0.0,0.0,0.0
R_r0729,0.0,0.0,0.0
R_r0730,0.0,0.0,0.0
R_r0731,0.0,0.0,0.0
R_r0732,0.0,0.0,0.0
R_r0733,0.0,0.0,0.0
R_r0734,0.0,0.0,0.0
R_r0735,0.0,0.0,0.0
R_r0737,0.0,0.0,0.0
R_r0739,0.0,0.0,0.0
R_r0741,0.0,0.0,0.0
R_r0743,0.0,0.0,0.0
R_r0744,0.0,0.0,0.0
R_r0747,0.0,0.0,0.0
R_r0750,0.0,0.0,0.0
R_r0752,0.0,0.0,0.0
R_r0753,0.0,0.0,0.0
R_r0754,0.0,0.0,0.0
R_r0755,0.0,0.0,0.0
R_r0756,0.0,0.0,0.0
R_r0757,0.0,0.0,0.0
R_r0758,0.0,0.0,0.0
R_r0760,0.0,0.0,0.0
R_r0761,0.0,0.0,0.0
R_r0762,0.0,0.0,0.0
R_r0763,0.0,0.0,0.0
R_r0764,0.0,0.0,0.0
R_r0765,0.0,0.0,0.0
R_r0766,0.0,0.0,0.0
R_r0767,0.0,0.0,0.0
R_r0768,0.0,0.0,0.0
R_r0769,0.0,0.0,0.0
R_r0770,0.0,0.0,0.0
R_r0771,0.0,0.0,0.0
R_r0772,0.0,0.0,0.0
R_r0773,0.0,0.0,0.0
R_r0774,0.0,0.0,0.0
R_r0775,0.0,0.0,0.0
R_r0776,0.0,0.0,0.0
R_r0777,0.0,0.0,0.0
R_r0778,0.0,0.0,0.0
R_r0779,0.0,0.0,0.0
R_r0781,0.0,0.0,0.0
R_r0782,0.0,0.0,0.0
R_r0783,0.0,0.0,2.4043919038130426
R_r0784,-0.22482909791099753,-0.69983073547940944,-0.696694974040723
R_r0786,0.0,0.0,0.0
R_r0787,0.0,0.0,0.52443788869659824
R_r0788,0.0,0.0,0.0
R_r0789,0.0,0.0,0.0
R_r0791,0.0,0.0,0.0
R_r0792,0.0,0.0,0.0
R_r0795,0.4325571893227162,0.62690396512185154,0.29758881627952855
R_r0796,0.0,0.0,0.0
R_r0797,0.0,0.0,0.0
R_r0800,0.0,0.0,0.0
R_r1109,0.0,0.0,0.0
R_r1135,0.0,0.0,0.0
R_r1146,0.0,0.0,0.0
R_r1154,0.0,0.0,0.0
R_r1156,-0.37477887367190282,-0.85646720919137642,0.35179944324027762
R_r1164,0.0,0.0,0.0
R_r1165,0.0,0.0,0.0
R_r1166,0.0,0.0,0.0
R_r1167,0.0,0.0,0.0
R_r1168,0.0,0.0,0.0
R_r1169,0.0,0.0,0.0
R_r1170,0.0,0.0,0.0
R_r1171,0.0,0.0,0.0
R_r1172,0.0,0.0,0.0
R_r1173,0.0,0.0,0.0
R_r1174,0.0,0.0,0.0
R_r1175,0.0,0.0,0.0
R_r1176,0.0,0.0,0.0
R_r1177,0.0,0.0,0.0
R_r1178,0.0,0.0,0.0
R_r1179,0.0,0.0,0.0
R_r1180,0.0,0.0,0.0
R_r1181,0.0,0.0,0.0
R_r1182,0.0,0.0,0.0
R_r1183,0.0,0.0,0.0
R_r1184,0.0,0.0,0.0
R_r1251,0.0,0.0,0.0
R_r1252,0.0,0.0,0.0
R_r1253,0.0,0.0,0.0
R_r1254,0.0,0.0,0.0
R_r1255,0.0,0.0,0.0
R_r1257,0.0,3.3594003935724199,3.118818534154161
R_r1259,0.0,0.0,0.0
R_r1260,3.6514378164656671,1.1697514341759907,1.508895310256033
R_r1262,0.0,0.0,0.0
R_r1313,0.0,0.0,0.0
R_r1315,0.0,0.0,0.0
R_r1316,0.0,0.0,0.0
R_r1317,0.0,0.0,0.0
R_r1321,0.0,0.0,0.0
R_r1322,0.0,0.0,0.0
R_r1323,0.0,0.0,0.0
R_r1324,0.0,0.0,0.0
R_r1325,0.0,0.0,0.0
R_r1326,0.0,0.0,0.0
R_r1327,0.0,0.0,0.0
R_r1328,0.0,0.0,0.0
R_r1329,0.0,0.0,0.0
R_r1332,0.0,0.0,0.0
R_r1374,0.0,0.0,0.0
R_r1377,0.0,0.0,0.0
R_r1378,0.0,0.0,0.0
R_r1380,-2.9945046766010992,-3.2342920006347704,-0.0097350432934898024
R_r1382,0.0,0.0,0.0
R_r1383,0.0,0.0,0.0
R_r1384,-0.72676493353520399,-0.62967161015772799,-0.44770609548732687
R_r1386,0.0,0.0,0.0
R_r1391,0.0,0.0,0.0
R_r1392,0.0,0.0,0.0
R_r1411,0.0,0.0,0.0
R_r1418,0.0,0.0,0.0
R_r1431,0.0,0.0,0.0
R_r1432,0.0,0.0,0.0
R_r1443,0.0,0.0,0.0
R_r1444,0.0,0.0,0.0
R_r1445,0.0,0.0,0.0
R_r1446,0.0,0.0,0.0
R_r1447,0.0,0.0,0.0
R_r1448,0.0,0.0,0.0
R_r1449,0.0,0.0,0.0
R_r1450,0.0,0.0,0.0
R_r1451,0.0,0.0,0.0
R_r1457,0.0,0.0,0.0
R_r1466,0.0,0.0,0.0
R_r1472,0.0,0.0,0.0
R_r1474,0.0,0.0,0.0
R_r1477,0.0,0.0,0.0
R_r1481,0.0,0.0,0.0
R_r1487,0.0,0.0,0.0
R_RE0066C,0.0,0.0,0.0
R_RE0066M,0.0,0.0,0.0
R_RE0066R,0.0,0.0,0.0
R_RE0124C,0.0,0.0,0.0
R_RE0344M,0.0,0.0,0.0
R_RE0344X,0.0,0.0,0.0
R_RE0383C,17.086528644547023,17.413709741937112,15.260725683591833
R_RE0452M,0.0,0.0,0.0
R_RE0452N,0.0,0.0,0.0
R_RE0453C,2.1590864226937825,0.61311314635646907,0.66428914709434828
R_RE0453M,0.0,0.0,0.0
R_RE0453N,5.361556072990374,5.0741664577422805,-4.3844073015812741
R_RE0456M,0.0,0.0,0.0
R_RE0456N,0.0,0.0,0.0
R_RE0512C,0.0,0.0,0.0
R_RE0512M,0.0,0.0,0.0
R_RE0512X,0.0,0.0,0.0
R_RE0549C,0.0,0.0,0.0
R_RE0565C,0.0,0.0,0.0
R_RE0566C,0.0,0.0,0.0
R_RE0567C,0.0,0.0,0.0
R_RE0568C,0.0,0.0,0.0
R_RE0569C,0.0,0.0,0.0
R_RE0569E,0.0,0.0,0.0
R_RE0570C,0.0,0.0,0.0
R_RE0571C,0.0,0.0,0.0
R_RE0572N,0.0,0.0,0.0
R_RE0573N,0.0,0.0,0.0
R_RE0574C,0.0,0.0,0.0
R_RE0575C,0.0,0.0,0.0
R_RE0576C,0.0,0.0,0.0
R_RE0577M,0.0,0.0,0.0
R_RE0577X,0.0,0.0,0.0
R_RE0578C,0.0,0.0,0.0
R_RE0578M,0.0,0.0,0.0
R_RE0578X,0.0,0.0,0.0
R_RE0579C,0.0,0.0,0.0
R_RE0579M,0.0,0.0,0.0
R_RE0579X,0.0,0.0,0.0
R_RE0580L,0.0,0.0,0.0
R_RE0580R,0.0,0.0,0.0
R_RE0581C,0.0,0.0,0.0
R_RE0581R,0.0,0.0,0.0
R_RE0582N,0.0,0.0,0.0
R_RE0583C,0.0,0.0,0.0
R_RE0583N,0.0,0.0,0.0
R_RE0688C,0.0,0.0,0.0
R_RE0688E,0.0,0.0,0.0
R_RE0688X,0.0,0.0,0.0
R_RE0689C,0.0,0.0,0.0
R_RE0689E,0.0,0.0,0.0
R_RE0689X,0.0,0.0,0.0
R_RE0690C,0.0,0.0,0.0
R_RE0690E,0.0,0.0,0.0
R_RE0690X,0.0,0.0,0.0
R_RE0691C,0.0,0.65643709315669796,1.0436046036656705
R_RE0702C,0.0,0.0,0.0
R_RE0702E,0.0,0.0,0.0
R_RE0702L,0.0,0.0,0.0
R_RE0702M,0.0,0.0,0.0
R_RE0702N,0.0,0.0,0.0
R_RE0827C,0.0,0.0,0.0
R_RE0827E,0.0,0.0,0.0
R_RE0827X,0.0,0.0,0.0
R_RE0828C,0.0,0.0,0.0
R_RE0828E,0.0,0.0,0.0
R_RE0828X,0.0,0.0,0.0
R_RE0830C,0.0,0.0,0.0
R_RE0830N,-0.82121050836323894,-0.73079675580787185,-0.70077455410056788
R_RE0864C,0.0,0.0,0.0
R_RE0875C,0.0,0.0,0.0
R_RE0908C,0.0,0.0,0.0
R_RE0908G,0.0,0.0,0.0
R_RE0908R,0.0,0.0,0.0
R_RE0912C,0.0,0.0,0.0
R_RE0915C,0.0,0.0,0.0
R_RE0915E,0.0,0.0,0.0
R_RE0916C,0.0,0.0,0.0
R_RE0916G,0.0,0.0,0.0
R_RE0916R,0.0,0.0,0.0
R_RE0918C,0.0,0.0,0.0
R_RE0918G,0.0,0.0,0.0
R_RE0918R,0.0,0.0,0.0
R_RE0919C,0.0,0.0,0.0
R_RE0919R,0.0,0.0,0.0
R_RE0920C,0.0,0.0,0.0
R_RE0920R,0.0,0.0,0.0
R_RE0921C,0.0,0.0,0.0
R_RE0921R,0.0,0.0,0.0
R_RE0922C,0.0,0.0,0.0
R_RE0922R,0.0,0.0,0.0
R_RE0923C,0.0,0.0,0.0
R_RE0923R,0.0,0.0,0.0
R_RE0924C,0.0,0.0,0.0
R_RE0924R,0.0,0.0,0.0
R_RE0925C,0.0,0.0,0.0
R_RE0925R,0.0,0.0,0.0
R_RE0926C,0.0,0.0,0.0
R_RE0926E,0.0,0.0,0.0
R_RE0927C,0.0,0.0,0.0
R_RE0927R,0.0,0.0,0.0
R_RE0928C,0.0,0.0,0.0
R_RE0928R,0.0,0.0,0.0
R_RE0935C,0.0,0.0,0.0
R_RE0935E,0.0,0.0,0.0
R_RE0936C,0.0,0.0,0.0
R_RE0936E,0.0,0.0,0.0
R_RE0937C,0.0,0.0,0.0
R_RE0937E,0.0,0.0,0.0
R_RE0938C,0.0,0.0,0.0
R_RE0938E,0.0,0.0,0.0
R_RE0944C,0.0,0.0,0.0
R_RE0944E,0.0,0.0,0.0
R_RE0958C,0.0,0.0,0.0
R_RE0958E,0.0,0.0,0.0
R_RE1050C,0.0,0.0,0.0
